index_of_pixel,label,source_of_pixel
[54 13 35],1.0,2
[17 24 33],1.0,7
[40 55 46],2.0,1
[32 72 49],1.0,3
[56 40 46],1.0,2
[48 60 37],2.0,10
[72 58 45],1.0,3
[70 24 38],2.0,3
[28 41 54],1.0,9
[19 49 27],2.0,7
[48 28 31],1.0,8
[55 49 28],1.0,10
[42 44 38],2.0,10
[59 25 54],1.0,9
[40 47 33],1.0,9
[46 81 59],1.0,3
[34 48 36],1.0,3
[74 34 38],2.0,3
[35 41 45],2.0,10
[22 32 33],1.0,4
[32 47 30],2.0,8
[ 9 21 35],1.0,6
[80 27 41],2.0,3
[54 48 22],1.0,2
[33 43 37],1.0,9
[28 43 29],2.0,7
[39 31 22],1.0,8
[52 28 24],1.0,2
[45 41 51],2.0,10
[29 39 42],1.0,2
[72 29 49],2.0,3
[62 52 30],1.0,10
[47 46 22],1.0,2
[48 59 48],2.0,10
[ 9 39 29],2.0,7
[49 35 30],1.0,2
[38 48 40],2.0,1
[56 19 42],1.0,2
[33 45 22],1.0,5
[65 73 25],1.0,3
[45 38 25],2.0,8
[74 51 40],1.0,3
[72 40 41],2.0,3
[16 29  0],1.0,0
[34 53 42],2.0,1
[31 39 29],1.0,5
[31 41 41],1.0,9
[53 53 24],1.0,2
[70 37 50],2.0,3
[57 38 58],1.0,3
[30 46 41],1.0,4
[75 28 39],2.0,3
[24 29 23],2.0,7
[30 60 39],1.0,3
[63 57 27],1.0,10
[63 45 51],1.0,10
[47 42 51],2.0,10
[47 32 32],1.0,8
[45 57 36],2.0,1
[67 18 41],1.0,2
[31 31 38],1.0,6
[74 28 44],2.0,3
[75 45 36],1.0,3
[38 34 51],2.0,10
[48 26 24],1.0,5
[22 51 41],1.0,1
[45 56 35],2.0,10
[54 34 30],1.0,2
[49 50 52],1.0,1
[57 25 33],1.0,2
[13 42 21],2.0,7
[41 48 59],1.0,9
[27 22 32],2.0,8
[63 35 36],2.0,9
[63 69 24],1.0,3
[33 49 40],2.0,1
[44 62 55],1.0,3
[51 24 56],1.0,9
[75 26 36],2.0,3
[31 50 35],2.0,1
[62 33 48],1.0,2
[43 30 31],2.0,8
[36 23 33],1.0,7
[57 47 59],1.0,9
[49 13 41],1.0,2
[62 26 32],1.0,9
[36 34 35],1.0,10
[45 53 57],1.0,1
[47 25 38],1.0,8
[45 68 48],1.0,10
[30 41 29],1.0,9
[16 17 21],1.0,7
[11 48 34],1.0,7
[73 53 36],1.0,3
[48 37 47],1.0,1
[31 23 41],1.0,9
[63 83 57],1.0,3
[77 61 54],1.0,3
[26 38 32],2.0,7
[33 49 42],1.0,9
[ 7 47 32],1.0,6
[39 34 25],1.0,1
[42 40 40],2.0,10
[50 36 30],1.0,3
[43 27 24],2.0,8
[38 42 60],1.0,1
[43 50 45],2.0,10
[19 25 32],1.0,6
[39 54 42],1.0,9
[41 56 34],2.0,1
[34 39 64],1.0,1
[27 28 28],2.0,4
[45 46 51],2.0,10
[22 36 23],1.0,0
[51 56 41],1.0,3
[43 24 32],2.0,5
[28 40 26],1.0,5
[41 18 38],2.0,2
[61 42 33],1.0,10
[47 48 54],2.0,10
[33 29 23],1.0,5
[34 45 39],2.0,1
[58 59 44],1.0,3
[30 39 44],1.0,9
[33 31 45],1.0,9
[42 37 50],2.0,10
[68 51 40],1.0,3
[40 18 43],2.0,2
[37 72 27],1.0,3
[19 20 23],1.0,6
[52 37 39],1.0,1
[41 51 37],2.0,10
[38 34 38],1.0,3
[24 33 37],1.0,4
[47 59 28],1.0,10
[40 23 22],1.0,5
[38 44 34],2.0,8
[26 16 45],1.0,6
[46 41 38],2.0,3
[21 51 32],1.0,8
[12 46 36],1.0,6
[58 56 34],1.0,3
[40 36 33],1.0,10
[56 41 50],1.0,9
[38 19 38],2.0,2
[16 32 25],2.0,6
[19 13 22],2.0,0
[ 7 23  5],1.0,0
[37 62 50],1.0,10
[33 41 29],1.0,5
[30 26 26],2.0,4
[58 57 52],1.0,3
[40 48 34],1.0,3
[22 20  9],1.0,0
[23 29 24],2.0,7
[46 32 52],1.0,3
[29 31 50],1.0,9
[49 46 37],2.0,10
[43 44 38],1.0,4
[48 63 37],2.0,10
[38 53 55],1.0,9
[35 40 24],1.0,8
[65 38 38],2.0,9
[48 33 47],2.0,3
[43 47 33],2.0,10
[43 47 53],1.0,9
[47 43 40],2.0,3
[45 38 42],2.0,3
[54 22 24],1.0,2
[26 45 27],2.0,7
[53 43 30],1.0,10
[32 49 49],2.0,1
[61 29 59],1.0,9
[33 47 24],2.0,7
[71 43 34],1.0,10
[29 49 35],1.0,4
[30 44 46],1.0,9
[48 25 29],1.0,4
[44 38 29],1.0,10
[11 49 44],1.0,6
[47 30 38],2.0,5
[62 75 56],1.0,3
[57 32 24],1.0,3
[30 43 33],2.0,7
[39 48 32],1.0,9
[44 41 43],2.0,10
[42 50 24],1.0,2
[54 43 26],1.0,10
[67 29 41],2.0,3
[34 27 20],1.0,8
[12 37 28],2.0,7
[58 27 57],1.0,1
[37 12 32],1.0,2
[44 44 44],2.0,10
[45 56 36],1.0,5
[41 42 30],1.0,5
[35 49 64],1.0,1
[61 74 50],1.0,3
[54 26 40],1.0,2
[25 32 28],2.0,4
[45 47 49],2.0,1
[27 28 49],1.0,9
[64 32 41],2.0,3
[73 30 55],1.0,3
[56 26 34],1.0,3
[47 40 39],2.0,10
[48 27 33],1.0,8
[62 77 39],1.0,3
[14 20 34],1.0,7
[44 41 29],1.0,10
[31 37 36],1.0,6
[15 38 33],2.0,7
[64 22 51],1.0,9
[27 24 35],1.0,4
[34 33 26],1.0,8
[31 46 42],2.0,1
[18 32 44],1.0,6
[41 42 42],2.0,3
[20 18 33],1.0,6
[46 53 32],2.0,10
[72 27 51],1.0,9
[51 41 43],2.0,10
[44 70 38],1.0,3
[45 19 31],1.0,8
[31 52 43],2.0,1
[48 22 22],1.0,2
[56 36 27],1.0,3
[24 21 43],1.0,6
[37 36 36],2.0,10
[17 53 24],1.0,6
[12 20  7],1.0,0
[20 31  1],1.0,0
[54 52 47],2.0,10
[ 9 35 47],1.0,6
[69 22 38],1.0,3
[61 33 27],1.0,9
[45 52 28],1.0,10
[49 48 33],2.0,10
[38 11 35],1.0,4
[63 37 30],1.0,3
[22 43 34],1.0,6
[18 43 25],2.0,7
[51 47 43],1.0,9
[ 9 15  1],1.0,0
[20 46 23],1.0,6
[48 50 35],2.0,10
[33 21 56],1.0,9
[51 47 29],1.0,3
[29 34 29],2.0,4
[31 27 40],1.0,2
[34 52 39],1.0,2
[70 34 31],1.0,3
[37 16 31],1.0,2
[31 32 43],1.0,1
[50 27 22],1.0,5
[77 39 42],2.0,3
[47 32 30],1.0,5
[58 22 38],1.0,9
[24 44 34],2.0,7
[73 73 58],1.0,3
[27 34 23],2.0,7
[51 22 37],1.0,2
[50 46 35],2.0,10
[28 34 42],1.0,9
[39 19 28],1.0,2
[17 48 42],1.0,6
[ 8 41 27],2.0,7
[47 24 60],1.0,1
[60 50 45],1.0,9
[42 42 38],2.0,10
[48 55 39],1.0,5
[23 39 25],2.0,7
[64 40 52],1.0,9
[42 41 35],1.0,2
[27 48 37],1.0,6
[48 36 26],1.0,5
[11 29  5],1.0,0
[ 8 49 27],1.0,6
[14 25 30],1.0,6
[29 35 31],1.0,5
[45 25 27],2.0,8
[74 59 37],1.0,3
[29 40 24],1.0,6
[51 31 31],2.0,5
[15 42 47],1.0,6
[12 20 11],1.0,0
[67 24 44],1.0,9
[39 42 35],2.0,1
[42 38 55],1.0,3
[16 50 29],1.0,6
[74 37 42],2.0,3
[13 17  9],1.0,0
[27 40 32],2.0,7
[15 35 18],1.0,0
[35 47 46],2.0,1
[42 22 44],1.0,9
[23 35 36],2.0,7
[59 36 36],2.0,3
[75 64 51],1.0,3
[78 49 42],1.0,3
[51 66 41],2.0,10
[39 38 52],1.0,9
[37 51 32],2.0,1
[36 33 54],1.0,1
[43 28 32],2.0,5
[50 71 47],1.0,3
[30 53 54],1.0,3
[23 21 39],1.0,4
[26 53 28],2.0,7
[27 41 34],1.0,6
[34 64 44],1.0,3
[66 44 53],1.0,3
[43 51 56],1.0,9
[35 53 33],1.0,10
[22 54 30],1.0,6
[55 37 30],1.0,3
[57 26 50],1.0,1
[44 36 33],1.0,8
[24 26 39],1.0,6
[23 33 31],2.0,4
[13 43 36],2.0,7
[33 52 35],2.0,1
[60 46 38],1.0,10
[49 46 34],2.0,10
[52 42 42],2.0,10
[52 36 44],1.0,9
[35 66 46],1.0,3
[57 43 52],1.0,9
[46 37 24],1.0,2
[40 39 49],1.0,9
[18 42 33],2.0,7
[43 59 40],1.0,3
[27 34 25],2.0,7
[13 40 27],1.0,6
[21 42 36],2.0,7
[61 40 50],1.0,9
[63 55 31],1.0,10
[42 28 25],2.0,8
[58 52 30],1.0,2
[40 20 39],2.0,2
[45 25 20],1.0,5
[50 29 31],1.0,2
[28 44 47],2.0,1
[59 50 54],1.0,1
[43 43 53],1.0,9
[68 85 49],1.0,3
[36 52 57],1.0,1
[39 23 30],2.0,8
[28 20 25],2.0,4
[57 67 50],1.0,10
[54 50 37],1.0,1
[43 42 26],1.0,1
[40 36 43],2.0,10
[60 54 39],1.0,2
[31 43 40],1.0,9
[43 54 42],2.0,1
[20 15 45],1.0,6
[50 50 34],2.0,10
[60 30 47],1.0,1
[52 41 40],1.0,1
[56 77 37],1.0,3
[53 34 28],1.0,5
[28 30 48],1.0,9
[42 62 38],1.0,1
[46 38 33],2.0,10
[32 31 35],1.0,9
[25 32 29],1.0,6
[67 56 26],1.0,10
[22 34 41],1.0,4
[42 30 34],2.0,8
[65 34 44],1.0,2
[28 43 39],2.0,1
[51 23 36],1.0,9
[60 35 41],2.0,9
[76 76 50],1.0,3
[54 48 38],1.0,2
[48 45 30],1.0,10
[ 8 36 21],2.0,7
[47 54 57],1.0,3
[30 30 30],2.0,4
[36 33 21],1.0,8
[44 46 33],2.0,10
[58 54 23],1.0,3
[64 28 48],2.0,3
[50 45 39],1.0,1
[41 35 27],2.0,8
[30 41 36],1.0,10
[42 24 30],2.0,8
[25 22 28],1.0,6
[45 57 52],2.0,10
[36 30 33],1.0,1
[38 45 28],1.0,10
[51 43 40],2.0,10
[21 26 28],2.0,4
[45 24 37],2.0,8
[44 29 46],1.0,10
[57 78 40],1.0,3
[31 30 32],1.0,6
[54 72 30],1.0,3
[38 49 28],2.0,8
[63 21 43],1.0,2
[34 42 23],2.0,7
[41 58 41],1.0,9
[29 38 32],2.0,4
[37 35 39],1.0,9
[50 60 43],2.0,10
[15 49 20],2.0,7
[21 35 10],1.0,0
[40 30 32],1.0,9
[31 49 39],2.0,1
[47 28 36],2.0,5
[68 60 34],1.0,3
[48 36 27],1.0,5
[21 32 34],2.0,7
[10 28 16],1.0,0
[44 50 40],1.0,9
[64 35 43],2.0,3
[69 36 33],1.0,9
[38 15 39],1.0,8
[24 36 23],2.0,4
[64 41 31],1.0,9
[69 35 43],2.0,3
[22 38 15],2.0,7
[37 55 37],1.0,9
[40 38 19],1.0,8
[67 40 31],1.0,9
[30 43 31],2.0,7
[70 37 34],1.0,9
[ 6 50 43],1.0,6
[39 32 40],1.0,4
[38 49 34],1.0,7
[42 48 57],1.0,9
[24 35 40],1.0,6
[43 46 34],2.0,1
[59 40 35],1.0,2
[17 18  5],1.0,0
[31 41 19],2.0,7
[24 54 32],1.0,6
[39 37 32],1.0,9
[33 43 31],2.0,8
[40 47 49],1.0,2
[48 40 31],1.0,10
[45 57 24],1.0,5
[45 19 37],2.0,2
[52 25 21],1.0,5
[22 54 39],1.0,6
[70 37 48],2.0,3
[34 19 23],2.0,4
[48 61 23],1.0,3
[58 43 44],1.0,2
[61 35 50],2.0,3
[36 34 41],2.0,10
[48 44 32],1.0,5
[44 10 34],1.0,2
[50 38 48],2.0,10
[69 47 53],1.0,10
[18 40 39],1.0,7
[32 38 18],1.0,5
[35 56 34],2.0,1
[39 49 33],1.0,3
[59 31 51],2.0,3
[11 22 23],1.0,6
[76 56 51],1.0,3
[46 31 46],1.0,10
[39 39 35],2.0,1
[53 33 53],1.0,1
[69 82 49],1.0,3
[52 50 44],2.0,10
[53 53 31],1.0,9
[35 41 34],2.0,1
[27 30 45],1.0,9
[44 49 29],1.0,10
[39 33 43],1.0,9
[76 38 40],2.0,3
[40 45 41],1.0,9
[21 29 11],1.0,0
[53 51 29],1.0,9
[47 41 53],2.0,10
[33 61 38],1.0,1
[32 49 28],2.0,7
[53 55 33],2.0,10
[45 77 56],1.0,3
[35 41 32],1.0,7
[39 33 29],1.0,9
[37 45 36],2.0,1
[26 14 32],1.0,4
[49 25 31],2.0,5
[63 22 43],1.0,2
[34 16 39],1.0,8
[22 42 27],1.0,6
[ 9 22 25],1.0,7
[66 33 41],2.0,3
[44 39 34],1.0,9
[37 26 44],1.0,2
[44 58 53],1.0,3
[47 22 35],1.0,8
[42 35 50],2.0,10
[52 34 32],1.0,2
[16 14  5],1.0,0
[37 40 37],2.0,8
[45 36 44],1.0,1
[74 40 57],1.0,3
[54 45 46],2.0,10
[48 41 34],1.0,9
[48 58 51],2.0,10
[52 48 53],2.0,10
[50 47 42],1.0,1
[60 35 52],1.0,1
[38 21 29],1.0,5
[57 27 41],2.0,9
[60 45 57],1.0,3
[71 27 37],2.0,3
[47 66 51],1.0,3
[15 39 32],2.0,7
[14 20 32],1.0,6
[29 40 39],1.0,7
[20 29 41],1.0,4
[39 52 36],2.0,10
[15 45 21],2.0,6
[44 42 29],1.0,5
[17 23  5],1.0,0
[29 42 30],1.0,5
[41 15 42],2.0,2
[45 26 31],1.0,2
[23 35 37],1.0,4
[20 14 11],1.0,0
[69 73 46],1.0,3
[52 60 54],1.0,3
[15 41 34],2.0,7
[53 40 47],1.0,2
[14 25 24],2.0,7
[48 46 22],1.0,5
[50 39 39],1.0,1
[47 45 36],1.0,9
[43 43 26],1.0,5
[41 49 25],1.0,5
[37 35 36],1.0,3
[49 35 28],1.0,1
[23 49 44],1.0,6
[44 27 30],2.0,8
[44 33 42],1.0,9
[35 43 31],1.0,9
[35 31 53],1.0,10
[58 40 48],2.0,3
[21 44 44],1.0,6
[27 30 33],2.0,4
[63 64 49],1.0,10
[38 51 41],2.0,1
[26 48 38],1.0,6
[41 49 41],2.0,10
[16 11 20],2.0,0
[57 39 49],1.0,2
[41 49 38],2.0,1
[61 29 37],2.0,9
[49 75 56],1.0,3
[72 34 36],2.0,3
[30 60 50],1.0,1
[29 51 35],1.0,5
[10 30 23],2.0,7
[24 43 29],1.0,6
[36 42 42],2.0,10
[44 53 48],1.0,3
[32 36 49],1.0,1
[35 56 35],2.0,1
[63 17 46],1.0,2
[15 24 37],1.0,7
[30 50 39],1.0,5
[41 21 27],2.0,8
[25 19 44],1.0,6
[47 73 47],1.0,3
[50 27 34],2.0,5
[14 28  7],1.0,0
[31 49 37],2.0,1
[62 63 50],1.0,3
[50 78 50],1.0,3
[39 54 56],1.0,1
[30 41 49],2.0,1
[72 71 31],1.0,3
[31 18 29],2.0,8
[31 27 58],1.0,1
[56 30 36],2.0,9
[66 50 36],1.0,9
[41 62 44],1.0,3
[37 47 32],1.0,9
[55 19 46],1.0,2
[47 38 29],1.0,3
[51 31 36],2.0,5
[42 60 33],1.0,3
[36 39 32],1.0,2
[49 45 32],1.0,9
[33 45 32],2.0,8
[10 35 21],2.0,7
[53 60 40],1.0,3
[ 7 41 25],2.0,7
[10 45 21],2.0,6
[32 44 18],1.0,8
[22 26 41],1.0,6
[31 39 21],2.0,7
[25 14 23],1.0,7
[51 46 41],2.0,10
[38 58 56],1.0,3
[52 38 38],1.0,10
[31 41 36],1.0,9
[60 53 42],1.0,10
[62 30 40],2.0,9
[67 46 49],1.0,10
[77 37 47],2.0,3
[49 28 37],1.0,4
[40 29 36],2.0,5
[51 50 27],1.0,2
[50 45 47],2.0,10
[45 19 46],2.0,2
[45 54 27],1.0,5
[54 46 35],2.0,10
[ 5 36 30],1.0,6
[59 51 53],1.0,9
[20  6  9],1.0,0
[57 46 37],1.0,10
[63 69 38],1.0,3
[46 40 48],1.0,9
[38 45 57],1.0,1
[42 15 38],2.0,2
[61 23 38],1.0,2
[28 48 22],2.0,7
[48 42 33],1.0,9
[44 47 35],1.0,4
[38 46 36],2.0,1
[30 44 44],1.0,10
[63 29 53],2.0,3
[48 49 24],1.0,5
[54 63 49],1.0,3
[33 55 39],2.0,1
[52 48 36],1.0,2
[36 42 44],2.0,10
[44 82 49],1.0,3
[43 40 25],1.0,1
[40 45 59],1.0,3
[45 25 53],1.0,1
[18 34 33],2.0,7
[29 17 31],1.0,4
[71 44 36],1.0,3
[25 11 11],1.0,0
[60 33 53],1.0,1
[42 53 35],1.0,5
[31 58 42],2.0,1
[51 38 38],2.0,3
[48 25 56],1.0,1
[33 45 49],2.0,1
[62 45 53],1.0,9
[47 28 52],1.0,9
[31 45 19],2.0,7
[23 23 31],1.0,6
[62 31 46],2.0,3
[66 29 34],1.0,9
[57 56 40],1.0,10
[10 32 24],2.0,7
[41 19 48],1.0,1
[72 72 60],1.0,3
[45 63 37],1.0,3
[53 45 58],1.0,9
[22 24 26],2.0,7
[24 52 28],1.0,6
[39 33 51],2.0,10
[65 31 55],1.0,9
[43 48 33],2.0,1
[31 36 43],1.0,10
[20 25 30],2.0,7
[45 32 41],1.0,4
[34 29 31],1.0,7
[58 26 54],1.0,9
[45 37 51],2.0,10
[74 56 51],1.0,3
[30 47 33],2.0,8
[40 48 46],1.0,3
[48 20 35],1.0,4
[63 35 26],1.0,3
[67 34 33],1.0,9
[19 26 25],2.0,4
[14 46 33],1.0,6
[34 23 38],1.0,4
[74 56 43],1.0,3
[64 59 32],1.0,3
[27 26 26],2.0,4
[26 47 38],1.0,6
[36 44 26],2.0,8
[63 50 42],1.0,10
[49 30 26],1.0,5
[17 24 24],2.0,7
[43 48 34],1.0,4
[23 20 34],1.0,7
[44 59 51],2.0,10
[28 25 46],1.0,9
[33 40 30],2.0,7
[61 37 53],1.0,1
[43 46 45],2.0,1
[79 40 49],1.0,3
[32 29 28],1.0,9
[53 51 42],2.0,10
[34 46 45],1.0,3
[16 42 27],2.0,7
[30 36 18],1.0,8
[55 33 46],2.0,3
[29 36 51],1.0,1
[44 41 52],1.0,1
[63 65 47],1.0,2
[14 42 30],2.0,7
[31 49 36],1.0,9
[66 39 48],1.0,10
[33 51 33],1.0,2
[49 53 53],2.0,10
[54 41 41],2.0,10
[71 28 54],1.0,9
[46 48 53],1.0,9
[12 45 29],2.0,7
[40 58 33],1.0,5
[45 38 36],1.0,8
[59 68 48],1.0,10
[13 53 45],1.0,6
[20 21 37],1.0,7
[28 45 33],1.0,9
[58 51 28],1.0,3
[28 50 45],1.0,9
[34 43 24],1.0,3
[53 33 22],1.0,5
[11 32 27],2.0,7
[69 20 46],1.0,2
[56 51 38],1.0,3
[40 15 34],1.0,8
[46 39 44],1.0,1
[30 41 31],1.0,4
[26 43 36],1.0,9
[55 29 40],2.0,3
[52 55 42],1.0,9
[31 20 25],2.0,4
[ 6 46 27],1.0,6
[44 32 62],1.0,1
[45 50 33],2.0,1
[35 24 41],1.0,1
[56 25 44],1.0,1
[58 45 29],1.0,3
[65 28 40],2.0,3
[37 54 53],1.0,9
[28 20 27],1.0,8
[48 66 40],2.0,10
[11 42 32],1.0,6
[45 57 41],2.0,10
[35 52 35],1.0,4
[26 44 40],2.0,1
[39 71 23],1.0,3
[24 44 43],1.0,9
[32 43 46],2.0,1
[21 29 27],2.0,7
[38 40 54],1.0,9
[55 57 27],1.0,10
[54 26 25],1.0,2
[29 43 37],2.0,5
[61 28 31],1.0,3
[57 49 34],1.0,3
[50 36 59],1.0,9
[45 50 40],2.0,1
[53 39 41],1.0,9
[20 15  6],1.0,0
[50 45 24],1.0,5
[20 30 34],2.0,7
[39 42 27],2.0,8
[32 28 38],1.0,9
[29 34 27],2.0,7
[54 40 28],1.0,2
[29 34 23],2.0,7
[52 29 34],1.0,2
[22 39 22],2.0,7
[33 31 61],1.0,1
[23 36 11],1.0,0
[77 31 47],2.0,3
[36 25 34],1.0,9
[39 25 37],2.0,8
[52 43 28],1.0,3
[ 9 44 32],1.0,7
[36 51 48],2.0,1
[42 33 31],2.0,8
[49 53 49],1.0,9
[47 31 19],1.0,5
[31 29 37],1.0,9
[38 39 38],2.0,8
[51 34 34],1.0,2
[43 49 33],2.0,1
[64 35 46],2.0,3
[48 28 33],1.0,9
[78 35 46],2.0,3
[66 24 35],1.0,9
[23 38 28],2.0,4
[25 42 52],1.0,9
[19 45 29],2.0,7
[31 43 21],1.0,8
[29 32 26],1.0,5
[17 46 30],2.0,7
[29 49 32],1.0,4
[48 42 32],2.0,10
[62 27 49],1.0,2
[24 25 33],1.0,4
[29 44 31],1.0,4
[31 45 32],2.0,7
[40 49 31],1.0,4
[60 50 35],1.0,2
[41 50 42],2.0,1
[32 24 39],1.0,2
[46 24 28],1.0,5
[30 42 32],2.0,7
[43 43 25],1.0,3
[52 21 49],1.0,1
[36 36 27],1.0,5
[42 49 31],1.0,1
[ 7 41 26],2.0,7
[60 53 39],1.0,9
[30 32 21],1.0,8
[68 23 40],1.0,3
[43 22 29],1.0,2
[45 54 33],2.0,1
[39 23 34],1.0,1
[44 30 31],2.0,5
[29 30 38],1.0,2
[51 54 43],1.0,9
[47 42 42],2.0,10
[51 34 45],1.0,1
[10 39 32],2.0,7
[43 25 40],1.0,9
[27 49 23],2.0,7
[31 48 37],1.0,5
[74 35 40],2.0,3
[30 34 33],2.0,4
[58 50 31],1.0,2
[61 15 30],1.0,2
[28 20 25],1.0,8
[26 53 39],1.0,7
[13 41 30],2.0,7
[45 48 33],1.0,4
[41 43 34],2.0,10
[13 34 29],1.0,6
[50 38 23],1.0,5
[53 49 51],2.0,10
[59 61 35],1.0,3
[20 46 35],2.0,7
[41 79 37],1.0,3
[45 44 52],2.0,10
[34 42 59],1.0,3
[10 22  7],1.0,0
[75 30 32],1.0,3
[19 40 31],1.0,6
[41 36 27],2.0,8
[25 12 24],1.0,7
[39 57 46],1.0,2
[39 49 34],1.0,8
[48 61 39],2.0,10
[56 32 59],1.0,1
[37 49 37],1.0,5
[49 35 24],1.0,3
[28 43 47],2.0,1
[36 39 43],1.0,9
[43 42 44],2.0,3
[47 34 35],1.0,9
[38 59 48],1.0,9
[43 49 36],2.0,1
[46 50 49],1.0,3
[26 52 27],2.0,7
[34 18 49],1.0,2
[11 23 35],1.0,6
[40 43 37],2.0,10
[27 35 44],1.0,9
[62 74 24],1.0,3
[61 48 28],1.0,9
[45 42 33],1.0,8
[14 37  8],1.0,0
[74 33 47],1.0,9
[39 35 26],1.0,10
[41 27 31],1.0,2
[21 45 17],2.0,7
[49 53 52],2.0,10
[43 61 52],2.0,10
[75 70 49],1.0,3
[40 39 51],2.0,10
[15  6 22],1.0,0
[16 49 28],1.0,6
[31 56 39],2.0,1
[40 33 44],1.0,9
[28 56 47],1.0,6
[50 54 30],1.0,9
[67 54 42],1.0,10
[45 32 25],1.0,5
[58 43 28],1.0,2
[40 55 48],2.0,1
[58 54 47],1.0,3
[56 70 32],1.0,3
[37 41 36],2.0,8
[42 12 39],2.0,2
[44 41 21],1.0,8
[42 52 48],1.0,9
[35 40 52],1.0,1
[68 46 43],1.0,10
[41 32 36],2.0,10
[63 51 54],1.0,9
[25 24 38],1.0,2
[47 55 32],1.0,9
[45 44 42],2.0,3
[49 46 27],1.0,9
[41 49 57],1.0,9
[29 36 23],2.0,7
[49 43 23],1.0,5
[45 49 29],1.0,5
[39 18 37],2.0,2
[32 50 33],1.0,5
[19 36 32],2.0,7
[65 58 30],1.0,3
[ 9 43 28],1.0,6
[49 30 39],2.0,5
[25 32 18],2.0,7
[17 35 31],1.0,6
[34 54 49],2.0,1
[44 29 64],1.0,1
[38 45 62],1.0,1
[27 32 21],2.0,7
[57 84 41],1.0,3
[16 40 31],1.0,6
[65 83 46],1.0,3
[56 41 57],1.0,3
[36 44 28],1.0,10
[38 20 40],2.0,2
[64 70 39],1.0,3
[32 48 39],2.0,1
[48 57 42],1.0,3
[47 45 53],2.0,10
[13 11 11],1.0,0
[49 27 31],1.0,1
[17 29 31],2.0,7
[65 33 28],1.0,9
[22 43 34],2.0,7
[67 53 30],1.0,3
[45 56 50],2.0,10
[54 37 48],1.0,1
[31 47 49],2.0,1
[ 9 25 19],1.0,7
[19 36 37],2.0,7
[51 27 38],1.0,2
[42 18 33],2.0,2
[62 62 47],1.0,3
[37 47 29],2.0,8
[50 60 51],1.0,1
[12 18  8],1.0,0
[45 40 32],1.0,2
[29 47 35],2.0,1
[16 31 41],1.0,6
[46 47 40],2.0,10
[45 39 64],1.0,1
[44 39 22],1.0,8
[ 6 37 24],2.0,7
[59 68 41],1.0,3
[14 32 20],2.0,7
[45 51 33],1.0,4
[44 21 34],1.0,2
[18 45 36],1.0,6
[22 39 37],1.0,4
[31 22 35],1.0,2
[53 19 45],1.0,2
[49 26 49],1.0,9
[22 37 41],1.0,9
[52 38 47],2.0,3
[64 62 43],1.0,3
[43 15 33],1.0,8
[40 26 26],2.0,8
[29 23 21],1.0,7
[13 47 30],2.0,7
[50 43 52],1.0,1
[49 43 46],2.0,10
[46 28 35],1.0,9
[42 39 35],2.0,10
[51 30 48],1.0,9
[36 49 30],2.0,8
[60 67 30],1.0,3
[53 27 38],2.0,9
[61 48 55],1.0,3
[57 49 34],1.0,10
[11 34 16],2.0,7
[52 33 40],1.0,9
[27 35 25],2.0,7
[58 16 43],1.0,2
[31 48 27],2.0,8
[35 69 45],1.0,3
[38 48 41],2.0,1
[23 22 38],1.0,6
[44 59 33],2.0,10
[50 30 32],1.0,9
[27 45 15],2.0,7
[20 37 47],1.0,6
[37 37 29],1.0,1
[41 15 32],1.0,2
[35 23 33],1.0,4
[50 41 53],2.0,10
[37 21 29],1.0,7
[44 28 33],2.0,5
[50 60 36],1.0,2
[33 51 49],1.0,9
[66 57 49],1.0,2
[62 69 42],1.0,3
[37 38 56],1.0,9
[37 39 31],1.0,10
[45 57 29],1.0,10
[32 55 46],2.0,1
[28 46 38],1.0,9
[40 38 47],1.0,1
[29 27 33],2.0,4
[35 23 26],1.0,8
[39 15 31],1.0,4
[62 27 31],1.0,9
[72 31 39],2.0,3
[67 59 31],1.0,3
[67 36 48],2.0,3
[42 35 52],1.0,9
[67 23 39],1.0,9
[37 17 39],2.0,2
[68 38 39],2.0,3
[51 24 47],1.0,9
[46 16 44],2.0,2
[14 21 33],1.0,6
[23 25 33],1.0,7
[62 54 38],1.0,10
[14 26 33],1.0,7
[30 35 30],1.0,6
[29 23 30],1.0,6
[23 21 35],1.0,7
[15 48 29],1.0,6
[51 51 41],2.0,10
[46 17 24],1.0,2
[55 42 31],1.0,10
[51 42 47],2.0,10
[30 39 56],1.0,9
[46 41 45],2.0,3
[19 12  7],1.0,0
[78 47 34],1.0,3
[53 40 61],1.0,1
[50 61 54],1.0,1
[56 47 54],1.0,1
[30 19 38],1.0,7
[50 56 30],1.0,10
[46 54 36],2.0,10
[44 45 54],1.0,1
[50 28 30],1.0,1
[19 47 23],2.0,7
[31 34 20],1.0,5
[19 42 35],2.0,7
[31 48 50],1.0,9
[11 34 29],1.0,6
[19 36 24],2.0,4
[51 49 38],1.0,9
[21 18 37],1.0,6
[50 32 54],1.0,10
[68 34 53],2.0,3
[42 41 43],1.0,9
[28 46 34],1.0,7
[57 61 36],1.0,10
[77 30 58],1.0,3
[14 27 11],1.0,0
[72 45 52],1.0,3
[77 63 49],1.0,3
[57 46 49],1.0,3
[46 53 33],2.0,10
[30 44 37],1.0,4
[40 47 29],1.0,4
[35 16 35],1.0,2
[53 22 47],1.0,1
[31 29 25],1.0,5
[69 29 34],1.0,3
[70 60 29],1.0,3
[47 20 53],1.0,9
